Date,Jan  ,Feb  ,Mar  ,Apr  ,May  ,Jun  ,Jul  ,Aug  ,Sep  ,Oct  ,Nov  ,Dec  
22,311.2,207,183.6,130,253.6,872,2860,5206,3823,1938,860,529.4
23,304.9,204.4,175.9,130,256.4,854,2733,5150,3948,1874,830,520.6
24,304.8,199.2,168.7,183.6,270.4,950,2850,4530,3845,1818,808,511.8
25,295.8,196.6,161.5,228.6,264.8,1034,3750,4465,3856,1770,511.8,498.7
26,290,199.4,157,196.6,267.6,854,3372,4543,3823,1695,507.4,494.4
27,284.4,191.4,152.8,196.6,259.2,884,3603,4439,3856,1653,503,486
28,278.8,188.8,148.6,204.4,262,944,4608,4192,4257,1597,516.2,477.8
29,278.8,         ,146.5,253.6,264.8,848,4842,4556,4517,1541,529.4,473.8
30,273.2,         ,144.4,259.2,308,842,4543,4634,4128,1499,525,465.9
31,270.4,         ,142.3,         ,341.4,         ,4080,4413,         ,1492,         ,465.9
1,462,304.9,199.2,128,1204.6,298.8,890,4543,4270,2990,1070,-   
2,454.4,301.8,196.6,128,104.6,327.8,788,4504,4068,2796,1028,-   
3,450.7,295.8,194,146.5,106.5,369,872,4996,3460,2589,992,-   
4,44.7,290,188.8,146.5,112.2,547,854,4800,3383,2328,956,-   
5,443.3,278.8,186.2,148.6,118,425,974,4926,3438,2082,926,-   
6,439.6,270.4,183.2,150.7,144.4,411,1070,5668,3300,1922,908,-   
7,432.2,267.6,181,150.7,270.4,486,11789,5164,3190,1794,890,-   
8,425,264.8,175.9,148.6,311.2,542.6,1238,4452,2890,1688,872,-   
9,421.5,262,173.5,144.4,372.5,511.8,1359,4218,2960,1604,848,-   
10,418,259.2,171.1,142.3,601.21,494.4,1415,3960,3060,1527,-   ,-   
11,414.5,256.4,163.9,132,533.8,574,1632,3936,3300,1506,-   ,-   
12,411,256.4,159.2,126,569.5,619.6,1810,4530,3416,1499,-   ,-   
13,404,250.8,152.8,122,578.5,748,1922,4800,3290,1422,-   ,-   
14,397,248,150.7,122,538.2,884,1802,4517,3330,1387,-   ,-   
15,386.5,245.2,146.5,124,469.8,763.1,1646,4419,3340,1366,-   ,-   
16,383,242.4,142.3,132,421.5,642.6,1702,4543,3460,1352,-   ,-   
17,372.5,236.8,140.2,140,358.5,665.6,2058,5122,3746,1298,-   ,-   
18,369,234,140.2,144.4,324.4,1022,2034,5346,3801,1345,-   ,-   
19,365.5,231.3,140.2,140.2,292.9,920,2034,4968,3581,1408,-   ,-   
20,362,231.3,138.1,128,304.9,734.6,2724,5052,3625,1422,-   ,-   
21,358.5,228.6,138.1,120,376,743.9,2544,4452,3559,1443,-   ,-   
22,355,223.2,138.1,116,462,803,2688,3889,3361,1443,-   ,-   
23,348.2,220.5,136,108.4,376,830,2472,4044,3150,1576,-   ,-   
24,372.5,217.8,136,106.5,372.5,836,2409.9,3948,3190,1499,-   ,-   
25,369,215.1,134,106.5,362,872,2391,4032,3270,1506,-   ,-   
26,358.5,212.4,134,100.8,278.8,830,2796,3900,3100,1485,-   ,-   
27,348.2,212.4,132,98.2,362,808,3020,3867,2832,1408,-   ,-   
28,331.2,207,132,100.8,376,854,3757,3889,2697,1310,-   ,-   
29,324.4,         ,130,104.6,327.8,950,4056,3984,2796,1232,-   ,-   
30,314.4,         ,130,106.5,301.8,914,3691,4153,2890,1172,-   ,-   
31,308,         ,130,         ,273.2,         ,4205,3812,         ,1124,         ,-   
1,324.467,201.547,153.337,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   
2,321.198,201.547,151.1,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   
3,314.711,198.979,148.881,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   
4,311.492,196.427,148.881,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   
5,305.105,196.427,148.881,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   
6,301.937,193.892,148.881,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   
7,292.531,191.374,144.491,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   
8,289.43,186.386,140.168,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   
9,283.276,186.386,138.031,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   
10,277.19,181.466,142.321,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   
11,271.17,181.466,151.1,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   
12,268.185,181.466,144.491,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   
13,265.217,181.466,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   
14,259.33,181.466,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   
15,256.412,181.466,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   
16,253.511,186.386,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   
17,247.758,196.427,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   
18,244.906,196.427,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   
19,239.253,196.427,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   
20,236.452,188.872,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   
21,233.667,183.918,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   
22,228.147,181.466,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   
23,228.147,176.611,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   
24,222.694,171.824,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   
25,219.992,167.102,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   
26,217.307,162.447,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   
27,214.639,157.859,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   
28,211.988,153.337,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   
29,209.353,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   
30,206.734,         ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   
31,206.734,         ,-   ,         ,-   ,         ,-   ,-   ,         ,-   ,         ,-   
1,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   
2,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   
3,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   
4,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   
5,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   
6,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   
7,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   
8,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   
9,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   
10,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   
11,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   
12,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   
13,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   
14,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   
15,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   
16,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   
17,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   
18,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   
19,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   
20,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   
21,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   
22,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   
23,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   
24,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   
25,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   
26,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   
27,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   
28,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   
29,-   ,         ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   
30,-   ,         ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   
31,-   ,         ,-   ,         ,-   ,         ,-   ,-   ,         ,-   ,         ,-   
1,-   ,-   ,-   ,-   ,111.761,211.988,849.1,2865.71,3993.66,2082.148,3707.989,-   
2,-   ,-   ,-   ,-   ,111.761,230.899,925.327,2634.352,3798.239,1999.215,3775.574,-   
3,-   ,-   ,-   ,-   ,123.538,250.626,859.787,2559.417,3618.835,2032.184,3843.775,-   
4,-   ,-   ,-   ,-   ,148.881,461.079,947.714,2826.467,3552.688,2270.592,3843.775,-   
5,-   ,-   ,-   ,-   ,113.683,445.56,993.299,3086.429,3596.717,2449.062,3843.775,-   
6,-   ,-   ,-   ,-   ,111.761,379.041,1010.672,2935.042,3400.741,2578.048,3843.775,-   
7,-   ,-   ,-   ,-   ,146.678,404.265,914.235,2787.498,3498.036,2578.048,3855.202,-   
8,-   ,-   ,-   ,-   ,211.988,301.937,1124.236,2905.225,3476.295,2615.516,3912.593,-   
9,-   ,-   ,-   ,-   ,157.859,321.198,1315.986,3220.741,3530.776,2710.379,3970.413,-   
10,-   ,-   ,-   ,-   ,135.911,286.344,1192.775,3336.647,3719.21,2700.816,3993.66,-   
11,-   ,-   ,-   ,-   ,148.881,239.253,1004.864,3798.239,3641.021,2485.574,4028.66,-   
12,-   ,-   ,-   ,-   ,164.766,236.452,1039.966,4182.109,3422.242,2270.592,4040.361,-   
13,-   ,-   ,-   ,-   ,171.824,250.626,1075.676,3508.932,3252.147,2305.741,-   ,-   
14,-   ,-   ,-   ,-   ,209.353,324.467,1250.376,3379.308,3086.429,2305.741,-   ,-   
15,-   ,-   ,-   ,-   ,211.988,334.374,1799.327,4241.899,3168.741,2201.113,-   ,-   
16,-   ,-   ,-   ,-   ,201.547,525.841,1566.22,3958.814,3231.193,1729.969,-   ,-   
17,-   ,-   ,-   ,-   ,188.872,461.079,6923.945,3775.574,3304.831,1573.485,-   ,-   
18,-   ,-   ,-   ,-   ,176.611,449.414,1263.362,3866.646,3252.147,1692.031,-   ,-   
19,-   ,-   ,-   ,-   ,171.824,430.309,1250.376,3843.775,3106.904,1999.215,-   ,-   
20,-   ,-   ,-   ,-   ,181.466,501.052,1296.125,4005.31,3076.217,2261.848,-   ,-   
21,-   ,-   ,-   ,-   ,196.427,426.538,1342.704,4350.602,2945.014,2513.137,-   ,-   
22,-   ,-   ,-   ,-   ,171.824,538.462,1369.694,4485.347,2777.798,2691.27,-   ,-   
23,-   ,-   ,-   ,100.58,162.447,555.525,1390.114,4362.766,2700.816,2846.054,-   ,-   
24,-   ,-   ,-   ,96.985,148.881,542.702,1537.33,4863.384,2531.598,2985.077,-   ,-   
25,-   ,-   ,-   ,93.456,140.168,521.667,1729.969,4761.064,2578.048,3106.904,-   ,-   
26,-   ,-   ,-   ,111.761,133.808,501.052,2015.665,4510.069,2748.802,3210.307,-   ,-   
27,-   ,-   ,-   ,111.761,121.534,608.329,2522.359,4326.326,2710.379,3315.419,-   ,-   
28,-   ,-   ,-   ,113.683,153.337,586.033,2739.17,4547.281,2559.417,3400.741,-   ,-   
29,-   ,         ,-   ,113.683,157.859,635.639,2385.822,4597.136,2430.908,3487.157,-   ,-   
30,-   ,         ,-   ,111.761,144.491,791.527,2777.798,4460.693,2270.592,3552.688,-   ,-   
31,-   ,         ,-   ,         ,167.102,         ,3189.49,4241.899,         ,3629.919,         ,-   
1,-   ,-   ,-   ,-   ,-   ,-   ,505.141,2476.42,6877.913,5693.636,2758.45,2149.719
2,-   ,-   ,-   ,-   ,-   ,-   ,476.867,2643.795,6816.779,5596.59,2739.17,2132.724
3,-   ,-   ,-   ,-   ,-   ,-   ,457.174,2975.036,6455.762,5486.711,2719.959,2098.938
4,-   ,-   ,-   ,-   ,-   ,-   ,581.625,3179.107,6337.627,5391.47,2700.816,2057.089
5,-   ,-   ,-   ,-   ,-   ,-   ,696.889,3189.49,6235.162,5283.654,2681.741,2032.184
6,-   ,-   ,-   ,-   ,-   ,-   ,870.542,2985.077,6104.661,5203.514,2672.229,2007.432
7,-   ,-   ,-   ,-   ,-   ,-   ,1069.682,3106.904,5961.294,5123.992,2653.256,1974.667
8,-   ,-   ,-   ,-   ,-   ,-   ,1142.725,2925.086,6090.247,5058.196,2634.352,1950.272
9,-   ,-   ,-   ,-   ,-   ,-   ,1124.236,3241.661,6500.347,4979.808,2624.925,1926.031
10,-   ,-   ,-   ,-   ,-   ,-   ,603.836,3241.661,6786.316,4812.087,2606.123,1901.942
11,-   ,-   ,-   ,-   ,-   ,-   ,1180.161,3498.036,6740.749,3262.649,2587.39,1862.135
12,-   ,-   ,-   ,-   ,-   ,-   ,1243.908,4005.31,6650.082,3035.539,2550.127,1830.595
13,-   ,-   ,-   ,-   ,-   ,-   ,1296.125,3674.428,6604.981,2995.135,2522.359,1791.552
14,-   ,-   ,-   ,-   ,-   ,-   ,1335.999,3730.449,6665.15,2965.011,2503.933,1745.263
15,-   ,-   ,-   ,-   ,-   ,-   ,1136.545,4052.079,6939.323,2965.011,2485.574,1714.743
16,-   ,-   ,-   ,-   ,-   ,-   ,1034.073,4229.907,7250.506,2985.077,2458.164,1692.031
17,-   ,-   ,-   ,-   ,-   ,-   ,1034.073,4265.936,7649.181,3045.683,2430.908,1676.975
18,-   ,-   ,-   ,-   ,-   ,-   ,827.928,4290.04,7893.558,3005.211,2412.823,1661.987
19,-   ,-   ,-   ,-   ,-   ,-   ,1069.682,4411.592,7942.9,2985.077,2403.805,1654.518
20,-   ,-   ,-   ,-   ,-   ,-   ,1180.161,1974.667,7746.466,2965.011,2385.822,1624.814
21,-   ,-   ,-   ,-   ,-   ,-   ,1237.457,4497.699,7536.466,2945.014,2367.907,1595.381
22,-   ,-   ,-   ,-   ,-   ,-   ,1410.687,4634.708,7376.91,2935.042,2350.06,1566.22
23,-   ,-   ,-   ,-   ,-   ,-   ,1417.579,4812.087,7234.784,2925.086,2323.417,1537.33
24,-   ,-   ,-   ,-   ,-   ,-   ,1515.841,5651.941,6954.719,2875.563,2314.571,1522.987
25,-   ,-   ,-   ,-   ,-   ,-   ,1595.381,5418.596,6816.779,2875.563,2305.741,-   
26,-   ,-   ,-   ,-   ,-   ,-   ,1566.22,5610.402,6574.999,2865.71,2288.133,-   
27,-   ,-   ,-   ,-   ,-   ,468.939,1745.263,6515.243,6352.333,2846.054,2261.848,-   
28,-   ,-   ,-   ,-   ,-   ,453.286,2115.797,6604.981,6206.041,2826.467,2235.717,-   
29,-   ,         ,-   ,-   ,-   ,492.923,2288.133,6589.981,5989.83,2806.948,2201.113,-   
30,-   ,         ,-   ,-   ,-   ,534.238,2141.213,6485.468,5833.735,2797.215,2166.782,-   
31,-   ,         ,-   ,         ,-   ,         ,2288.133,6500.347,         ,2777.798,         ,-   
